word,pronunciation_romaji,meaning_en,category,domain,polarity,intensity,tone,morphology,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
みっしり,mitshiri,Manner or sound of みっしり: 「みっし」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,miɕɕiɾi,5,5,6,5,6,5,552.9,4.33,6,3603.4,6.09,7,0,4,#708090,52.8,-2.1,-10.6,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 5, Time 5, and Flow 5.",,5,5,5,8,COMPOUND(複合・異種)
みりみり,mirimiri,Manner or sound of みりみり: 「みりみ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,miɾimiɾi,4,5,5,5,6,5,671.7,4.82,4,3966.2,6.25,7,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting nasal resonance and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 5, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
みんみん,minmin,Manner or sound of みんみん: 「みんみ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mimmiŋ,5,5,5,5,5,6,458.2,3.85,4,3484.7,6.03,7,0,4,#556B2F,42.2,-18.8,30.6,"Reflecting nasal resonance for a vector configuration of Weight 5, Time 5, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
むかっ,mukat,Manner or sound of むかっ: 「むか」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mukaʔ,5,7,7,6,6,3,561.3,4.37,7,8130.6,7.47,8,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 5, Time 7, and Flow 6.",,2,5,0,0,Q(促音単発)
むくっ,mukut,Manner or sound of むくっ: 「むく」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mukuʔ,4,7,6,7,6,4,409.3,3.57,7,6652.2,7.13,8,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 7.",,2,5,0,0,Q(促音単発)
むくり,mukuri,Manner or sound of むくり: 「むく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mukuɾi,3,5,6,5,7,5,366.0,3.28,5,2637.0,5.56,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 3, Time 5, and Flow 5.",,4,6,0,0,RI(り単発)
むざむざ,muzamuza,Manner or sound of むざむざ: 「むざ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,muzamuza,5,4,4,5,6,6,260.5,2.42,4,7201.9,7.27,7,0,4,#DAA520,70.8,8.5,68.8,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 4, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
むしゃくしゃ,mushakusha,Manner or sound of むしゃくしゃ: 「むしゃくしゃ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,muɕakuɕa,4,6,5,4,6,6,675.1,4.83,6,8176.1,7.48,7,mh,5,#D2B48C,75.0,5.0,24.4,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 6, and Flow 4.",,5,5,0,8,COMPOUND(複合・異種)
むちゃくちゃ,muchakucha,Manner or sound of むちゃくちゃ: 「むちゃくちゃ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mutɕakutɕa,4,6,5,5,6,7,727.5,5.02,6,6332.3,7.05,7,mh,5,#FF69B4,65.5,64.2,-10.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 6, and Flow 5.",,5,5,0,8,COMPOUND(複合・異種)
むっく,mutku,Manner or sound of むっく: 「むっく」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mukku,5,5,5,6,6,5,297.9,2.76,6,3224.2,5.90,7,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 5, Time 5, and Flow 6.",,5,5,0,8,COMPOUND(複合・異種)
むっちり,mutchiri,Manner or sound of むっちり: 「むっち」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,muttɕiɾi,4,5,5,6,6,5,580.9,4.45,6,3058.8,5.81,7,mh,5,#708090,52.8,-2.1,-10.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 5, and Flow 6.",,5,5,5,8,COMPOUND(複合・異種)
むつっ,mutsut,Manner or sound of むつっ: 「むつ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mutsuʔ,5,7,7,7,5,4,466.5,3.90,8,7075.5,7.23,8,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 5, Time 7, and Flow 7.",,2,5,0,0,Q(促音単発)
むらむらっ,muramurat,Manner or sound of むらむらっ: 「むらむら」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,muɾamuɾaʔ,4,7,6,5,7,4,428.2,3.68,6,6548.3,7.10,7,mh,5,#FF00FF,60.3,98.2,-60.8,"Reflecting nasal resonance and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 7, and Flow 5.",,3,5,0,0,Q(促音単発)
むん,mun,Manner or sound of むん: 「む」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,muŋ,5,6,7,6,5,6,403.8,3.53,6,4443.5,6.44,7,0,4,#808080,53.6,-0.0,0.0,"Reflecting nasal resonance for a vector configuration of Weight 5, Time 6, and Flow 6.",,3,6,5,0,N(撥音単発)
むんず,munzu,Manner or sound of むんず: 「むんず」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,muŋzu,6,4,5,6,5,6,178.9,1.47,4,3054.6,5.81,8,mh,5,#FF8C00,69.5,36.8,75.5,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 6, Time 4, and Flow 6.",,5,5,5,8,COMPOUND(複合・異種)
むーっ,mu-t,Manner or sound of むーっ: 「むー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,muːʔ,4,4,5,6,6,4,767.0,5.16,4,6769.2,7.16,7,mh,5,#F0FFFF,98.9,-4.9,-1.7,"Reflecting nasal resonance and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 4, and Flow 6.",,2,6,5,0,LONG(長音ー)
めちゃくちゃ,mechakucha,Manner or sound of めちゃくちゃ: 「めちゃくちゃ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,metɕakutɕa,4,6,5,4,6,6,803.0,5.27,6,7520.0,7.34,7,mh,5,#FF69B4,65.5,64.2,-10.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 6, and Flow 4.",,5,5,0,8,COMPOUND(複合・異種)
めちゃめちゃ,mechamecha,Manner or sound of めちゃめちゃ: 「めちゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,metɕametɕa,4,6,4,4,5,7,869.9,5.48,5,8269.2,7.50,7,0,4,#8B0000,28.1,51.0,41.3,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
めりっ,merit,Manner or sound of めりっ: 「めり」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,meɾiʔ,4,7,7,7,5,3,760.3,5.14,7,8994.3,7.64,8,0,4,#000000,0.0,0.0,0.0,"Reflecting nasal resonance and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 7, and Flow 7.",,3,5,0,0,Q(促音単発)
もうもう,moumou,Manner or sound of もうもう: 「もう」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,moumou,4,3,3,4,7,6,315.9,2.91,3,1837.4,4.94,6,0,4,#BEBEBE,77.0,-0.0,0.0,"Reflecting nasal resonance for a vector configuration of Weight 4, Time 3, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
もがもが,mogamoga,Manner or sound of もがもが: 「もが」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,moɡamoɡa,5,4,4,5,6,6,225.8,2.06,4,2745.0,5.63,7,0,4,#708090,52.8,-2.1,-10.6,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 4, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
もこもこ,mokomoko,Manner or sound of もこもこ: 「もこ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mokomoko,4,5,4,4,6,5,314.1,2.90,4,2133.1,5.20,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
もさっ,mosat,Manner or sound of もさっ: 「もさ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mosaʔ,4,7,6,6,6,3,532.3,4.23,7,8141.9,7.47,7,0,4,#000000,0.0,0.0,0.0,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 6.",,2,5,0,0,Q(促音単発)
もさもさ,mosamosa,Manner or sound of もさもさ: 「もさ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mosamosa,4,4,3,4,7,4,444.2,3.77,4,4420.6,6.44,5,0,4,#8B4513,37.5,26.4,41.0,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 4, Time 4, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
もしゃもしゃ,moshamosha,Manner or sound of もしゃもしゃ: 「もしゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,moɕamoɕa,4,5,4,3,7,6,552.2,4.33,4,8404.0,7.53,7,0,4,#4682B4,52.5,-4.1,-32.2,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 4, Time 5, and Flow 3.",,4,5,5,1,REDUP(畳語・同一)
もじゃもじゃ,mojamoja,Manner or sound of もじゃもじゃ: 「もじゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,modʑamodʑa,5,4,4,4,6,6,294.0,2.73,4,5883.6,6.92,7,mh,5,#FFFACD,97.6,-5.4,22.2,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 4, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
もそもそ,mosomoso,Manner or sound of もそもそ: 「もそ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mosomoso,3,4,2,5,7,4,503.7,4.09,4,2878.5,5.71,5,0,4,#708090,52.8,-2.1,-10.6,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 3, Time 4, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
もちもち,mochimochi,Manner or sound of もちもち: 柔らかく粘り強い弾力がある manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,motɕimotɕi,4,4,4,5,6,5,628.6,4.65,4,2458.3,5.44,6,0,4,#FFF5EE,97.1,2.2,4.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 4, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
もっさり,motsari,Manner or sound of もっさり: 「もっさ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mossaɾi,4,5,5,4,7,4,401.0,3.52,6,3015.7,5.79,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 4, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
もやっ,moyat,Manner or sound of もやっ: 「もや」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mojaʔ,4,7,6,6,6,4,513.1,4.14,7,7387.3,7.31,7,0,4,#D3D3D3,84.6,-0.0,0.0,"Reflecting nasal resonance and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 7, and Flow 6.",,3,5,0,0,Q(促音単発)
もやーっ,moya-t,Manner or sound of もやーっ: 「もやー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mojaːʔ,4,4,5,5,7,4,771.0,5.17,4,6697.5,7.14,6,mh,5,#D3D3D3,84.6,-0.0,0.0,"Reflecting nasal resonance and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 4, and Flow 5.",,3,6,5,0,LONG(長音ー)
もわっ,mowat,Manner or sound of もわっ: 「もわ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mowaʔ,5,7,6,6,6,4,445.0,3.78,7,8372.0,7.52,7,mh,5,#000000,0.0,0.0,0.0,"Reflecting nasal resonance and geminate sokuon (sudden onset) for a vector configuration of Weight 5, Time 7, and Flow 6.",,3,5,0,0,Q(促音単発)
もー,mo-,Manner or sound of もー: 音が長く尾を引いて持続する音や condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,moː,4,2,4,4,7,5,791.0,5.24,1,4775.1,6.57,6,mh,5,#000000,0.0,0.0,0.0,"Reflecting nasal resonance and long vowel extension for a vector configuration of Weight 4, Time 2, and Flow 4.",,2,7,5,0,LONG(長音ー)
もーも,mo-mo,Manner or sound of もーも: 音が長く尾を引いて持続する音や condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,moːmo,4,2,4,4,7,5,666.6,4.80,1,4092.5,6.30,6,mh,5,#000000,0.0,0.0,0.0,"Reflecting nasal resonance and long vowel extension for a vector configuration of Weight 4, Time 2, and Flow 4.",,2,7,5,0,LONG(長音ー)
やきやき,yakiyaki,Manner or sound of やきやき: 「やき」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jakijaki,3,6,5,4,6,4,937.4,5.67,5,6281.4,7.03,5,mh,5,#FF4500,57.6,67.8,69.0,"Reflecting unvoiced plosives for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
やすやす,yasuyasu,Manner or sound of やすやす: 「やす」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jasujasu,3,4,3,3,8,5,610.2,4.58,3,4192.0,6.35,4,0,4,#E6E6FA,91.8,3.7,-9.7,"Reflecting fricatives for a vector configuration of Weight 3, Time 4, and Flow 3.",,4,5,5,1,REDUP(畳語・同一)
やっさもっさ,yatsamotsa,Manner or sound of やっさもっさ: 「やっさもっさ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jassamossa,3,7,6,4,7,3,723.7,5.01,7,8690.3,7.58,5,0,4,#FF4500,57.6,67.8,69.0,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 3, Time 7, and Flow 4.",,3,5,0,0,Q(促音単発)
やはやは,yahayaha,Manner or sound of やはやは: 「やは」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jahajaha,3,5,3,2,7,5,563.6,4.38,3,4337.9,6.40,4,mh,5,#FFFF00,97.1,-21.6,94.5,"Reflecting fricatives for a vector configuration of Weight 3, Time 5, and Flow 2.",,4,5,5,1,REDUP(畳語・同一)
やわやわ,yawayawa,Manner or sound of やわやわ: 「やわ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jawajawa,4,4,3,3,8,5,427.5,3.68,3,6412.8,7.07,5,mh,5,#DAA520,70.8,8.5,68.8,"Reflecting phonetic sound symbolism for a vector configuration of Weight 4, Time 4, and Flow 3.",,4,5,5,1,REDUP(畳語・同一)
ゆっくり,yutkuri,Manner or sound of ゆっくり: 「ゆっく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jukkuɾi,4,5,5,4,7,5,313.6,2.89,6,1810.1,4.92,6,mh,5,#8B4513,37.5,26.4,41.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ゆっさゆっさ,yutsayutsa,Manner or sound of ゆっさゆっさ: 「ゆっさ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jussajussa,4,5,4,2,7,4,567.4,4.39,4,5123.1,6.69,5,0,4,#8B4513,37.5,26.4,41.0,"Reflecting fricatives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 5, and Flow 2.",,4,5,5,1,REDUP(畳語・同一)
ゆっさり,yutsari,Manner or sound of ゆっさり: 「ゆっさ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jussaɾi,3,5,5,3,8,4,427.6,3.68,5,2965.8,5.76,5,0,4,#DAA520,70.8,8.5,68.8,"Reflecting fricatives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 5, and Flow 3.",,5,5,5,8,COMPOUND(複合・異種)
ゆぶゆぶ,yubuyubu,Manner or sound of ゆぶゆぶ: 「ゆぶ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,jubujubu,5,4,3,3,7,7,228.5,2.09,3,3945.7,6.24,6,mc,3,#87CEEB,79.2,-14.8,-21.3,"Reflecting voiced consonants for a vector configuration of Weight 5, Time 4, and Flow 3.",,4,5,5,1,REDUP(畳語・同一)
ゆらっ,yurat,Manner or sound of ゆらっ: 「ゆら」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,juɾaʔ,4,7,6,5,7,3,494.6,4.05,7,7342.2,7.30,6,0,4,#000000,0.0,0.0,0.0,"Reflecting flap consonant /ɾ/ and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 7, and Flow 5.",,3,5,0,0,Q(促音単発)
ゆらゆらっ,yurayurat,Manner or sound of ゆらゆらっ: 「ゆらゆら」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,juɾajuɾaʔ,4,6,5,4,7,4,449.4,3.80,6,6566.9,7.11,6,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting flap consonant /ɾ/ and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 6, and Flow 4.",,3,5,0,0,Q(促音単発)
