word,pronunciation_romaji,cat_bit,dom_bit,pol_code,int_bit,tone_code,morph_bit,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
びゅーん,byu-n,4,2,0,1,0,1,bjuːŋ,4,4,6,4,6,5,856.0,5.44,2,8066.4,7.46,6,0,4,#1E90FF,59.4,10.0,-63.4,3,7,5,0,LONG(長音ー)
びよ,biyo,4,2,0,1,0,1,bijo,5,4,4,5,7,6,296.7,2.75,5,3649.0,6.11,6,0,4,#708090,52.8,-2.1,-10.6,5,5,0,8,COMPOUND(複合・異種)
びりっ,birit,4,2,0,1,0,1,biɾiʔ,5,8,7,7,5,3,807.3,5.29,8,9395.4,7.72,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
びりびり,biribiri,4,2,0,1,0,1,biɾibiɾi,4,5,6,4,7,4,604.8,4.56,5,5793.1,6.90,6,mh,5,#4169E1,47.8,26.3,-65.3,4,5,5,1,REDUP(畳語・同一)
びんびん,binbin,4,2,0,1,0,1,bimbiŋ,5,5,6,4,6,6,459.9,3.86,4,6696.6,7.14,7,0,4,#808080,53.6,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
びー,bi-,4,2,0,1,0,1,biː,4,3,5,5,7,4,1053.1,5.96,1,7772.9,7.39,6,0,4,#FFFF00,97.1,-21.6,94.5,2,7,5,0,LONG(長音ー)
びーっ,bi-t,4,2,0,1,0,1,biːʔ,4,5,6,6,6,4,918.0,5.61,5,8753.8,7.60,6,0,4,#F0FFFF,98.9,-4.9,-1.7,2,7,5,0,LONG(長音ー)
びーびー,bi-bi-,4,2,0,1,0,1,biːbiː,4,4,5,4,6,5,828.5,5.35,2,7169.3,7.26,6,0,4,#000000,0.0,0.0,0.0,4,5,5,1,REDUP(畳語・同一)
びーん,bi-n,4,2,0,1,0,1,biːŋ,4,4,7,5,5,4,931.7,5.65,2,8029.7,7.45,6,0,4,#FFFF00,97.1,-21.6,94.5,3,7,5,0,LONG(長音ー)
ぴきっ,pikit,4,2,0,1,0,1,pikiʔ,4,8,8,7,5,2,1311.9,6.52,8,11520.4,8.06,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぴくっ,pikut,4,2,0,1,0,1,pikuʔ,4,8,7,7,6,3,997.3,5.82,8,10034.6,7.83,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぴくぴく,pikupiku,4,2,0,1,0,1,pikupiku,3,6,5,5,6,4,1390.9,6.66,5,7961.5,7.44,6,mh,5,#FFD700,86.9,-1.9,87.1,4,5,5,1,REDUP(畳語・同一)
ぴくり,pikuri,4,2,0,1,0,1,pikuɾi,3,6,6,4,7,4,917.9,5.61,6,5635.0,6.85,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぴくん,pikun,4,2,0,1,0,1,pikuŋ,4,7,8,6,5,4,993.4,5.81,7,7177.8,7.26,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ぴしっ,pishit,4,2,0,1,0,1,piɕiʔ,4,8,7,7,5,3,1078.2,6.02,8,10536.5,7.91,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぴしゃっ,pishat,4,2,0,1,0,1,piɕaʔ,4,8,7,6,6,3,1050.2,5.95,8,12549.6,8.21,7,mh,5,#778899,55.9,-2.2,-11.1,3,5,0,0,Q(促音単発)
ぴしゃり,pishari,4,2,0,1,0,1,piɕaɾi,3,7,6,4,7,4,938.4,5.67,6,8343.2,7.51,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぴしゃん,pishan,4,2,0,1,0,1,piɕaŋ,4,8,8,5,5,4,997.6,5.82,7,10386.0,7.89,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ぴたぴた,pitapita,4,2,0,1,0,1,pitapita,3,6,5,5,6,6,868.7,5.47,5,7468.4,7.33,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ぴたん,pitan,4,2,0,1,0,1,pitaŋ,4,7,7,5,5,5,771.6,5.17,6,7299.9,7.29,7,0,4,#FFFFFF,100.0,-0.0,0.0,3,6,5,0,N(撥音単発)
ぴちっ,pichit,4,2,0,1,0,1,pitɕiʔ,4,8,7,7,5,4,1273.3,6.44,8,10243.7,7.86,7,mh,5,#87CEEB,79.2,-14.8,-21.3,2,5,0,0,Q(促音単発)
ぴちゃっ,pichat,4,2,0,1,0,1,pitɕaʔ,4,8,7,6,5,4,1242.3,6.38,8,11734.8,8.09,8,mh,5,#87CEEB,79.2,-14.8,-21.3,3,5,0,0,Q(促音単発)
ぴちゃん,pichan,4,2,0,1,0,1,pitɕaŋ,4,8,8,5,4,5,1208.4,6.31,7,9587.3,7.75,7,0,4,#87CEEB,79.2,-14.8,-21.3,3,6,5,0,N(撥音単発)
ぴちり,pichiri,4,2,0,1,0,1,pitɕiɾi,2,6,7,5,6,4,1161.1,6.21,6,6646.5,7.13,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぴちん,pichin,4,2,0,1,0,1,pitɕiŋ,4,7,8,6,4,5,1309.3,6.51,7,7655.2,7.37,7,0,4,#87CEEB,79.2,-14.8,-21.3,3,6,5,0,N(撥音単発)
ぴっ,pit,4,2,0,1,0,1,piʔ,4,8,7,7,5,3,1032.9,5.91,8,10147.2,7.85,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぴっかぴか,pitkapika,4,2,0,1,0,1,pikkapika,3,6,6,4,7,2,1486.4,6.83,6,9873.0,7.80,6,h,6,#FFD700,86.9,-1.9,87.1,5,5,0,8,COMPOUND(複合・異種)
ぴっかぴっか,pitkapitka,4,2,0,1,0,1,pikkapikka,3,7,6,4,6,2,1339.9,6.57,6,9157.4,7.67,6,mh,5,#FFD700,86.9,-1.9,87.1,4,5,5,1,REDUP(畳語・同一)
ぴったりこん,pittarikon,4,2,0,1,0,1,pittaɾikoŋ,4,6,7,5,4,5,731.7,5.04,7,5926.0,6.93,7,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぴっちぴち,pitchipichi,4,2,0,1,0,1,pittɕipitɕi,3,6,7,7,4,5,1465.8,6.80,7,8218.6,7.49,7,mh,5,#87CEEB,79.2,-14.8,-21.3,5,5,0,8,COMPOUND(複合・異種)
ぴっちり,pitchiri,4,2,0,1,0,1,pittɕiɾi,3,6,6,6,6,4,991.2,5.81,6,5319.0,6.75,7,mh,5,#708090,52.8,-2.1,-10.6,5,5,5,8,COMPOUND(複合・異種)
ぴっぴっ,pitpit,4,2,0,1,0,1,pippiʔ,4,6,6,6,6,4,1105.6,6.08,6,8626.3,7.57,7,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ぴぴっ,pipit,4,2,0,1,0,1,pipiʔ,4,8,7,7,5,3,1266.3,6.43,8,11087.6,8.00,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぴゅっ,pyut,4,2,0,1,0,1,pjuʔ,4,8,7,7,6,3,920.0,5.62,8,9777.8,7.78,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぴゅん,pyun,4,2,0,1,0,1,pjuŋ,4,7,7,5,5,5,890.8,5.54,6,7396.5,7.31,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ぴゅんぴゅん,pyunpyun,4,2,0,1,0,1,pjumpjuŋ,4,6,6,4,6,5,961.6,5.73,4,8052.0,7.45,7,mh,5,#1E90FF,59.4,10.0,-63.4,4,5,5,1,REDUP(畳語・同一)
ぴゅー,pyu-,4,2,0,1,0,1,pjuː,3,2,5,4,8,5,1218.5,6.33,1,7426.3,7.32,6,mh,5,#FF4500,57.6,67.8,69.0,2,7,5,0,LONG(長音ー)
ぴゅーぴゅー,pyu-pyu-,4,2,0,1,0,1,pjuːpjuː,3,3,5,3,7,5,1182.5,6.25,2,7095.5,7.24,6,mh,5,#FFB6C1,81.1,28.0,5.0,4,5,5,1,REDUP(畳語・同一)
ぴゅーん,pyu-n,4,2,0,1,0,1,pjuːŋ,3,4,7,4,6,5,1198.6,6.29,2,7907.2,7.42,6,mh,5,#9A6B58,49.6,16.3,18.2,3,7,5,0,LONG(長音ー)
ぴょい,pyoi,4,2,0,1,0,1,pjoi,3,5,5,4,7,5,811.2,5.30,6,4814.8,6.58,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ぴょいっ,pyoit,4,2,0,1,0,1,pjoiʔ,4,8,7,6,6,3,913.6,5.60,8,8468.7,7.54,7,mh,5,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
ぴょいぴょい,pyoipyoi,4,2,0,1,0,1,pjoipjoi,3,6,5,4,7,5,966.5,5.74,5,5617.5,6.84,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ぴょこっ,pyokot,4,2,0,1,0,1,pjokoʔ,3,8,7,6,6,3,804.9,5.28,8,7845.1,7.41,7,mh,5,#FFFFFF,100.0,-0.0,0.0,3,5,0,0,Q(促音単発)
ぴょこぴょこ,pyokopyoko,4,2,0,1,0,1,pjokopjoko,3,6,5,4,7,4,773.4,5.18,5,4665.1,6.53,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ぴょこり,pyokori,4,2,0,1,0,1,pjokoɾi,2,6,6,4,8,4,757.4,5.13,6,4615.6,6.51,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぴょこん,pyokon,4,2,0,1,0,1,pjokoŋ,3,7,7,5,5,4,748.7,5.10,6,5613.7,6.84,7,0,4,#FFFFFF,100.0,-0.0,0.0,3,6,5,0,N(撥音単発)
ぴょこんぴょこん,pyokonpyokon,4,2,0,1,0,1,pjokompjokoŋ,3,6,6,4,6,4,724.9,5.01,5,5338.5,6.76,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ぴょっ,pyot,4,2,0,1,0,1,pjoʔ,4,8,7,6,6,3,815.8,5.31,8,8541.1,7.55,7,mh,5,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
ぴょっこり,pyotkori,4,2,0,1,0,1,pjokkoɾi,3,6,5,4,7,4,675.0,4.83,6,4191.8,6.35,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぴょっこん,pyotkon,4,2,0,1,0,1,pjokkoŋ,4,7,6,4,6,5,612.0,4.59,6,4892.5,6.61,7,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぴょーん,pyo-n,4,2,0,1,0,1,pjoːŋ,3,4,6,4,6,4,1078.3,6.02,3,7030.6,7.22,6,mh,5,#FFFFFF,100.0,-0.0,0.0,3,7,5,0,LONG(長音ー)
ぴよぴよ,piyopiyo,4,2,0,1,0,1,pijopijo,3,4,4,4,7,5,1053.7,5.96,3,5459.2,6.79,5,mh,5,#FFFACD,97.6,-5.4,22.2,4,5,5,1,REDUP(畳語・同一)
ぴりり,piriri,4,2,0,1,0,1,piɾiɾi,3,6,7,5,7,3,1127.1,6.13,6,7297.1,7.29,6,h,6,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぴろぴろぴー,piropiropi-,4,2,0,1,0,1,piɾopiɾopiː,3,4,6,4,8,4,1674.5,7.13,2,8613.7,7.57,6,mh,5,#FFFFFF,100.0,-0.0,0.0,3,7,5,0,LONG(長音ー)
ぴろろん,piroron,4,2,0,1,0,1,piɾoɾoŋ,4,7,7,4,6,5,872.1,5.48,6,5547.3,6.82,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ぴんしゃん,pinshan,4,2,0,1,0,1,piŋɕaŋ,4,6,7,4,5,5,794.7,5.25,5,7643.7,7.37,7,mh,5,#ADFF2F,92.0,-52.5,81.9,5,5,5,8,COMPOUND(複合・異種)
ぴんひょろ,pinhyoro,4,2,0,1,0,1,piŋçjoɾo,3,5,5,4,8,5,943.3,5.68,5,4020.1,6.27,6,mh,5,#ADFF2F,92.0,-52.5,81.9,5,5,5,8,COMPOUND(複合・異種)
ぴんぼーん,pinbo-n,4,2,0,1,0,1,pimboːŋ,4,4,6,4,6,4,1021.1,5.88,2,7673.7,7.37,6,mh,5,#ADFF2F,92.0,-52.5,81.9,3,7,5,0,LONG(長音ー)
ぴんぽん,pinpon,4,2,0,1,0,1,pimpoŋ,3,6,7,4,5,5,779.9,5.20,6,6057.4,6.97,7,mh,5,#ADFF2F,92.0,-52.5,81.9,3,6,5,0,N(撥音単発)
ぴんよろ,pinyoro,4,2,0,1,0,1,piŋjoɾo,4,4,5,4,7,5,669.2,4.81,4,3406.0,5.99,7,0,4,#A9A9A9,69.2,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぴー,pi-,4,2,0,1,0,1,piː,3,3,5,5,7,4,1603.6,7.02,1,8650.7,7.58,5,mh,5,#FFFF00,97.1,-21.6,94.5,2,7,5,0,LONG(長音ー)
ぴーちくぱーちく,pi-chikupa-chiku,4,2,0,1,0,1,piːtɕikupaːtɕiku,2,5,6,5,6,3,2032.7,7.62,3,9294.9,7.70,5,0,4,#FFFFE0,99.3,-5.1,14.8,3,6,5,0,LONG(長音ー)
ぴーちょほい,pi-chohoi,4,2,0,1,0,1,piːtɕohoi,2,4,5,4,8,4,1721.4,7.20,3,7768.3,7.39,5,mh,5,#FFFFE0,99.3,-5.1,14.8,3,7,5,0,LONG(長音ー)
ぴーひゃら,pi-hyara,4,2,0,1,0,1,piːçjaɾa,2,3,5,3,8,3,1677.7,7.14,1,9200.0,7.68,5,mh,5,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
ぴーひょろ,pi-hyoro,4,2,0,1,0,1,piːçjoɾo,2,3,5,4,8,4,1474.7,6.81,1,6631.1,7.12,5,0,4,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
ふあっ,fuat,4,2,0,1,0,1,ɸuaʔ,4,7,6,6,6,4,499.0,4.07,7,7493.1,7.33,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ふあーっ,fua-t,4,2,0,1,0,1,ɸuaːʔ,3,4,5,5,7,4,752.6,5.11,4,6477.4,7.08,6,mh,5,#FF0000,53.2,80.1,67.2,2,6,5,0,LONG(長音ー)
ふいっ,fuit,4,2,0,1,0,1,ɸuiʔ,4,7,6,6,6,3,620.6,4.62,7,7417.1,7.32,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ふかーり,fuka-ri,4,2,0,1,0,1,ɸukaːɾi,2,5,5,3,8,3,580.3,4.45,5,3318.4,5.95,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ふがふか,fugafuka,4,2,0,1,0,1,ɸuɡaɸuka,3,4,4,4,7,4,308.0,2.85,5,2162.1,5.22,5,mh,5,#FFF5EE,97.1,2.2,4.6,5,5,0,8,COMPOUND(複合・異種)
ふぎゃああ,fugyaaa,4,2,0,1,0,1,ɸuɡjaaa,4,4,4,3,7,5,363.2,3.26,4,5493.3,6.80,6,mh,5,#8F502F,40.9,23.3,30.5,5,5,0,8,COMPOUND(複合・異種)
ふくふく,fukufuku,4,2,0,1,0,1,ɸukuɸuku,3,4,3,4,7,5,351.9,3.18,4,1667.6,4.78,5,mh,5,#FFF5EE,97.1,2.2,4.6,4,5,5,1,REDUP(畳語・同一)
ふっ,fut,4,2,0,1,0,1,ɸuʔ,4,7,6,7,6,3,529.3,4.22,8,7573.4,7.35,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ふっくり,futkuri,4,2,0,1,0,1,ɸukkuɾi,3,5,5,5,7,4,335.8,3.07,6,2032.8,5.12,6,mh,5,#FFE4E1,92.7,8.7,4.8,5,5,5,8,COMPOUND(複合・異種)
ふっつり,futtsuri,4,2,0,1,0,1,ɸuttsuɾi,3,5,5,5,7,4,371.1,3.32,6,2265.6,5.30,6,mh,5,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ふっふっふ,futfutfu,4,2,0,1,0,1,ɸupɸupɸu,3,5,4,5,7,5,413.9,3.60,6,4129.6,6.32,7,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ふにゃっ,funyat,4,2,0,1,0,1,ɸuɲaʔ,3,7,5,5,7,5,527.3,4.21,7,7182.3,7.26,8,mh,5,#F5DEB3,89.4,1.5,24.0,3,5,0,0,Q(促音単発)
ふにゃり,funyari,4,2,0,1,0,1,ɸuɲaɾi,2,5,5,3,8,5,439.0,3.74,5,3261.9,5.92,6,mh,5,#F5DEB3,89.4,1.5,24.0,4,6,0,0,RI(り単発)
ふにゃん,funyan,4,2,0,1,0,1,ɸuɲaŋ,3,6,6,4,6,6,427.3,3.68,5,4530.5,6.48,7,0,4,#F5DEB3,89.4,1.5,24.0,3,6,5,0,N(撥音単発)
ふはり,fuhari,4,2,0,1,0,1,ɸuhaɾi,2,6,5,4,8,4,504.7,4.10,6,3637.1,6.10,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ふふふ,fufufu,4,2,0,1,0,1,ɸuɸuɸu,3,4,4,5,7,5,366.2,3.29,5,2883.8,5.71,6,mh,5,#FFF0F5,96.1,5.9,-0.6,5,5,0,8,COMPOUND(複合・異種)
ふふん,fufun,4,2,0,1,0,1,ɸuɸuŋ,3,6,6,5,6,5,399.8,3.51,6,3748.3,6.16,6,0,4,#8B0000,28.1,51.0,41.3,3,6,5,0,N(撥音単発)
ふらりふらり,furarifurari,4,2,0,1,0,1,ɸuɾaɾiɸuɾaɾi,2,4,4,3,8,4,475.8,3.95,4,2906.2,5.72,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ふわ,fuwa,4,2,0,1,0,1,ɸuwa,3,4,3,4,7,5,288.0,2.68,4,3152.7,5.86,5,mh,5,#F5F5F5,96.5,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ふわっ,fuwat,4,2,0,1,0,1,ɸuwaʔ,4,7,6,5,7,3,490.3,4.02,7,7741.5,7.39,7,mh,5,#F5F5F5,96.5,-0.0,0.0,3,5,0,0,Q(促音単発)
ふわーっ,fuwa-t,4,2,0,1,0,1,ɸuwaːʔ,3,4,5,5,7,4,704.0,4.94,4,7036.5,7.23,6,mh,5,#F5F5F5,96.5,-0.0,0.0,3,6,5,0,LONG(長音ー)
ふんふん,funfun,4,2,0,1,0,1,ɸuŋɸuŋ,4,5,5,4,6,5,310.5,2.87,4,3320.3,5.95,6,mh,5,#8B0000,28.1,51.0,41.3,4,5,5,1,REDUP(畳語・同一)
ぶくっ,bukut,4,2,0,1,0,1,bukuʔ,5,7,6,7,6,4,366.9,3.29,8,7494.9,7.33,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぶすぶす,busubusu,4,2,0,1,0,1,busubusu,5,5,4,4,7,5,387.5,3.43,4,5831.2,6.91,6,mc,3,#9F7C63,54.7,10.0,18.9,4,5,5,1,REDUP(畳語・同一)
ぶすり,busuri,4,2,0,1,0,1,busuɾi,3,6,5,4,8,5,402.1,3.52,5,4636.1,6.52,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぶすりぶすり,busuribusuri,4,2,0,1,0,1,busuɾibusuɾi,4,5,4,4,7,5,429.9,3.69,5,5132.9,6.69,6,0,4,#9F7C63,54.7,10.0,18.9,4,5,5,1,REDUP(畳語・同一)
ぶっつり,buttsuri,4,2,0,1,0,1,buttsuɾi,4,5,5,5,7,5,295.0,2.74,6,2959.6,5.75,7,0,4,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぶっぶっ,butbut,4,2,0,1,0,1,bubbuʔ,6,6,5,6,6,6,248.3,2.30,6,6348.0,7.05,7,0,4,#FF4500,57.6,67.8,69.0,4,5,5,1,REDUP(畳語・同一)
ぶつぶつ,butsubutsu,4,2,0,1,0,1,butsubutsu,5,5,5,5,6,6,328.6,3.01,5,4489.2,6.46,7,0,4,#FF4500,57.6,67.8,69.0,4,5,5,1,REDUP(畳語・同一)
ぶつり,butsuri,4,2,0,1,0,1,butsuɾi,4,6,6,5,7,5,387.6,3.43,6,3953.3,6.25,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぶよぶよ,buyobuyo,4,2,0,1,0,1,bujobujo,5,3,3,4,7,7,154.5,1.10,3,3456.1,6.02,6,mc,3,#4682B4,52.5,-4.1,-32.2,4,5,5,1,REDUP(畳語・同一)
ぶらりぶらり,burariburari,4,2,0,1,0,1,buɾaɾibuɾaɾi,4,5,4,3,8,4,367.9,3.30,4,4154.2,6.33,5,0,4,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ぶらん,buran,4,2,0,1,0,1,buɾaŋ,5,6,6,4,6,5,318.0,2.93,5,5052.7,6.66,6,mc,3,#8B4513,37.5,26.4,41.0,3,6,5,0,N(撥音単発)
ぶりぶり,buriburi,4,2,0,1,0,1,buɾibuɾi,5,5,5,5,7,5,348.9,3.16,5,5293.2,6.74,6,0,4,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ぶるっ,burut,4,2,0,1,0,1,buɾuʔ,5,7,6,6,6,4,410.1,3.57,7,8200.3,7.49,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぶるるっ,bururut,4,2,0,1,0,1,buɾuɾuʔ,5,7,6,6,6,4,387.6,3.43,7,7454.1,7.32,7,mc,3,#0000FF,32.3,79.2,-107.9,3,5,0,0,Q(促音単発)
ぶるん,burun,4,2,0,1,0,1,buɾuŋ,5,7,6,5,5,5,333.7,3.05,6,5454.9,6.79,7,mc,3,#0000FF,32.3,79.2,-107.9,3,6,5,0,N(撥音単発)
ぶるんぶるん,burunburun,4,2,0,1,0,1,buɾumbuɾuŋ,5,6,5,4,6,6,240.7,2.22,4,5863.4,6.92,7,mc,3,#0000FF,32.3,79.2,-107.9,4,5,5,1,REDUP(畳語・同一)
ぶろろろ,burororo,4,2,0,1,0,1,buɾoɾoɾo,5,4,4,4,8,7,123.4,0.53,4,1451.4,4.54,7,mc,3,#9ACD32,76.5,-38.0,66.6,5,5,0,8,COMPOUND(複合・異種)
ぶーズー,bu-ズ-,4,2,0,1,0,1,buːズː,4,2,5,4,7,5,840.3,5.39,1,6092.1,6.98,6,0,4,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
ぷいっ,puit,4,2,0,1,0,1,puiʔ,4,8,7,7,6,4,644.0,4.71,8,8034.7,7.45,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぷかり,pukari,4,2,0,1,0,1,pukaɾi,3,6,6,4,7,4,535.8,4.25,6,3789.8,6.17,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぷかりぷかり,pukaripukari,4,2,0,1,0,1,pukaɾipukaɾi,3,6,5,4,7,3,640.4,4.70,5,4102.2,6.31,5,mh,5,#F0FFFF,98.9,-4.9,-1.7,4,5,5,1,REDUP(畳語・同一)
ぷかーり,puka-ri,4,2,0,1,0,1,pukaːɾi,3,5,6,4,7,4,591.9,4.50,5,3763.7,6.16,5,h,6,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぷくぷく,pukupuku,4,2,0,1,0,1,pukupuku,4,5,5,5,7,6,376.7,3.36,4,3169.3,5.87,6,mh,5,#FFB6C1,81.1,28.0,5.0,4,5,5,1,REDUP(畳語・同一)
ぷすぷす,pusupusu,4,2,0,1,0,1,pusupusu,3,5,4,4,7,5,586.4,4.48,4,4666.4,6.53,5,0,4,#FFFACD,97.6,-5.4,22.2,4,5,5,1,REDUP(畳語・同一)
ぷすり,pusuri,4,2,0,1,0,1,pusuɾi,3,6,6,4,8,4,517.6,4.16,6,3955.1,6.25,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぷすん,pusun,4,2,0,1,0,1,pusuŋ,4,7,7,6,5,5,516.2,4.15,6,5906.1,6.93,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ぷちぷち,puchipuchi,4,2,0,1,0,1,putɕiputɕi,4,6,5,6,5,6,967.7,5.75,6,5001.6,6.65,7,0,4,#FF1493,56.0,84.5,-5.7,4,5,5,1,REDUP(畳語・同一)
ぷっ,put,4,2,0,1,0,1,puʔ,4,8,7,7,6,4,558.4,4.35,8,8183.2,7.48,8,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぷっくり,putkuri,4,2,0,1,0,1,pukkuɾi,4,5,5,5,7,5,330.3,3.02,6,2292.7,5.32,6,mh,5,#8B4513,37.5,26.4,41.0,5,5,5,8,COMPOUND(複合・異種)
ぷっつり,puttsuri,4,2,0,1,0,1,puttsuɾi,4,5,5,5,7,5,386.4,3.42,6,2510.0,5.47,7,mh,5,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぷっつん,puttsun,4,2,0,1,0,1,puttsuŋ,4,7,7,6,5,5,497.9,4.06,7,5395.2,6.77,7,0,4,#8B0000,28.1,51.0,41.3,3,6,5,0,N(撥音単発)
ぷつっ,putsut,4,2,0,1,0,1,putsuʔ,4,8,7,7,6,4,543.1,4.28,8,7688.2,7.38,8,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぷつぷつ,putsuputsu,4,2,0,1,0,1,putsuputsu,4,5,5,6,6,6,466.4,3.90,5,3488.0,6.03,7,mh,5,#FF4500,57.6,67.8,69.0,4,5,5,1,REDUP(畳語・同一)
ぷつん,putsun,4,2,0,1,0,1,putsuŋ,4,7,7,6,5,5,480.5,3.97,6,5172.0,6.70,7,0,4,#8B0000,28.1,51.0,41.3,3,6,5,0,N(撥音単発)
ぷらぷら,purapura,4,2,0,1,0,1,puɾapuɾa,3,4,3,3,8,5,419.0,3.63,3,3577.0,6.08,5,mh,5,#FF1493,56.0,84.5,-5.7,4,5,5,1,REDUP(畳語・同一)
ぷらん,puran,4,2,0,1,0,1,puɾaŋ,4,6,7,4,6,5,445.6,3.78,6,4415.5,6.43,6,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ぷりんぷりん,purinpurin,4,2,0,1,0,1,puɾimpuɾiŋ,4,6,6,5,5,6,760.8,5.14,5,5006.1,6.65,7,0,4,#FF1493,56.0,84.5,-5.7,4,5,5,1,REDUP(畳語・同一)
ぷるんぷるん,purunpurun,4,2,0,1,0,1,puɾumpuɾuŋ,4,5,6,5,6,6,349.7,3.17,4,3825.5,6.19,7,mh,5,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
ぷーん,pu-n,4,2,0,1,0,1,puːŋ,4,4,6,5,6,5,855.2,5.43,2,6256.5,7.03,6,mh,5,#FFD700,86.9,-1.9,87.1,3,7,5,0,LONG(長音ー)
